,_id,username,headline,interests,about_me_text,About,City,Details,Ethnicity,Intent,Education,Personality,Profession,I am Seeking a,For,Needs Test,Chemistry,Do you drink?,Do you want children?,Marital Status,Do you do drugs?,Hair Color,Eye Color,Do you have a car?,Do you have children?,Longest Relationship,How ambitious are you?,Pets,Second Language,Age,Gender,Zodiac Sign
match_790,5d886cb86dcc122b63b1afe5,Tuono2020,"Nice, easy going guy looking.",None,Will add to this later.,Non-Smoker with Athletic body type," Round rock, Texas ","63 year old Male, 5' 10"" (178cm), Other",Caucasian,Tuono2020 is looking for a relationship.,High school,Animal Lover,High Tech,Woman,Dating,Not Completed,Not Completed,Socially,Prefer Not To Say,Divorced,No,Mixed Color,Hazel,Prefer Not To Say,No,Over 7 years,Ambitious,No Pets,,63,M,Taurus
match_791,5d886cb86dcc122b63b1afe6,jonraw,Looking for friends and/or lover,"['Sailing', 'Camping', 'Traveling']","Hi, I am tall, in fairly good health. Slight belly, otherwise reasonable figure.Live in Cedar Creek, work evenings in Austin. Have been through many life changes. Recently Lived on a sailboat in the Caribbean. Active gardener. Enjoy walking, and watching movies. Enjoy listening to rock and roll.Sometimes smoke cigars. Vegetarian. Politically libertarian.Live a fairly simple life.",Non-Smoker with Average body type," Bastrop/cedar creek, Texas ","65 year old Male, 6' 2"" (188cm), Non-religious",Caucasian,jonraw is actively seeking a relationship.,Bachelors Degree,,Clerical,Woman,Long Term,Not Completed,View his chemistry results,Socially,Undecided/Open,Single,No,Brown,Brown,Yes,,Over 10 years,,Dog,,65,M,Leo
match_792,5d886cb86dcc122b63b1afe7,horns58,Hmmm??,"['Sports', 'Politics', '']",Average white guy ! Living in a ever changing world,Non-Smoker with Average body type," Austin, Texas ","58 year old Male, 6' 5"" (196cm), Non-religious",Caucasian,horns58 is looking for a relationship.,Some University,Blue Collar,Insulator ,Woman,Dating,Not Completed,Not Completed,No,Does not want children,Separated,No,Grey,Hazel,Yes,No,Over 10 years,Somewhat Ambitious,Dog,,58,M,Taurus
match_793,5d886cb86dcc122b63b1afe8,mr.goof,looking for a nice fun ladyi,None,I love the outdoors i do own a boat just love to go.im very romantic.ilove jazz. And im a blast to be around.,Non-Smoker with Thin body type," San antonio, Texas ","59 year old Male, 5' 9"" (175cm), Non-religious",Black,mr.goof isn't seeking a relationship or any kind of commitment.,High school,Daredevil,oil rig,Woman,Dating,Not Completed,View his chemistry results,Socially,Undecided/Open,Single,No,Black,Brown,Yes,No,Over 10 years,,Dog,,59,M,Virgo
match_794,5d886cb86dcc122b63b1afe9,dogluv0019,Looking for my soul mate,None,"I am a warm caring man who want to be in love again and be loved in return..I want to have The companionship of a woman ,have the security of knowing that she will be there for me .Big Strong hugs ,long slow kisses. I am Open and honest , wont pout and say nothing When you ask me what is wrong when i am in a quite mood..I sincerely love women and their girls world..I wont try to change you to suit me..I will accept Children all ages and want interfere with your relationship with them..I have been through some hard times but am all the stronger for it..I own a nice home, i have been working for the past 29 years and make a very good living..Those who have been around me think that i am interesting....I have a lot of good stories to tell..",Non-Smoker with Average body type," Austin, Texas ","59 year old Male, 5' 9"" (175cm), Non-religious",Caucasian,dogluv0019 wants to find someone to marry.,Some college,Animal Lover,Self Emplyed,Woman,Long Term,Not Completed,Not Completed,Socially,Prefer Not To Say,Divorced,No,Brown,Blue,Prefer Not To Say,No,Over 10 years,Ambitious,Dog,German,59,M,Taurus
match_795,5d886cb86dcc122b63b1afea,clarkgriswold1,And now 4 something completly different,"['Antiques', 'Shows', 'Symphony']","I am SA adjacent lovable little fuzzball, easy to get along with, like learning about history, keeping up with current affairs and can talk about most anything you want. . I may be considered a little different, but I prefer to think of myself as eclectic. I like classical, rock, cw, Celtic, an others, but not jazz (Who wants to hear all the notes played at once). I can fix a car, build a house, dance like Fred Astaire or is it Fred Flintstone, Do like going to the lake, kayaking down the river, hiking or bicycle riding at parks, walking the river walk, shows at the Majestic, or making us dinner and watching a good movie. I don't care for bars because I don't need happy hour, because I'm happy all the time. Do have a tux, although could be moth eaten by now. I am looking for someone who is happy, passionate and a best friend who I am always looking forward to seeing.",Non-Smoker with Thin body type," Spring branch, Texas ","61 year old Male, 5' 10"" (178cm), Christian - other",Caucasian,clarkgriswold1 is looking for a relationship.,Bachelors Degree,Animal Lover,Self Employed,Woman,Long Term,Not Completed,Not Completed,Socially,Prefer Not To Say,Divorced,No,Mixed Color,Brown,Yes,No,Over 7 years,Ambitious,Dog,,61,M,Pisces
match_796,5d886cb86dcc122b63b1afeb,RLubka,Looking for good friend,"['Fishing', 'Sight seeing', 'Cooking']","Like going to food festivals, boat & car races. Hill country drives.",Non-Smoker with Average body type," Cedar park, Texas ","69 year old Male, 5' 11"" (180cm), Christian - other",Caucasian,RLubka is actively seeking a relationship.,Bachelors Degree,Straight Edge,Retired,Woman,Dating,Not Completed,Not Completed,Socially,Does not want children,Divorced,No,Brown,Green,Yes,No,Over 10 years,Somewhat Ambitious,No Pets,,69,M,Sagittarius
match_797,5d886cb86dcc122b63b1afec,lookntexas4u,"What the heck, take a chance",None,"I like outside sports like kayaking, hiking, tennis, cutting wood for the fireplace , swimming, riding motorcycles, scavenger hunts at antique stores, going to different music venues around central Texas in cities like Austin, Fredericksburg, San Antonio, Boerne. Mostly listening to Americana type music, the older stuff like Grateful Dead, Marshall Tucker band, Fleetwood Mac, Santana, Chicago, ZZ Top. I also listen to jazz, country and blues. Yes, I have a job and I like what I do. Yes, I have a home. My most recent trip was to Cancun. Yes, I'd go back again. Wanna go ?",Non-Smoker with Average body type," New braunfels, Texas ","59 year old Male, 5' 7"" (170cm), Catholic",Caucasian,lookntexas4u is actively seeking a relationship.,Some college,Adventurer,Sales,Woman,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Brown,Blue,Yes,No,Over 5 years,Ambitious,No Pets,,59,M,Gemini
match_798,5d886cb86dcc122b63b1afed,RRMcC,Hello,None,I like to cook. WIP??,Non-Smoker with Athletic body type," Austin, Texas ","58 year old Male, 6' 3"" (191cm), Other",Mixed Race,RRMcC wants to date but nothing serious.,Some University,Free Thinker,Entrepreneur ,Woman,Dating,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Brown,Brown,Yes,No,Over 5 years,Ambitious,No Pets,,58,M,Cancer
match_799,5d886cb86dcc122b63b1afee,gtacos2,hello names juan,None,my name is Juan I like to watch basketball and football I like to work I like to play pool and I also like to drink a little bit,Non-Smoker with Average body type," Pflugerville, Texas ","56 year old Male, 5' 7"" (170cm), Non-religious",Hispanic,gtacos2 wants to date but nothing serious.,High school,Free Thinker,warehouse,Woman,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Black,Brown,Yes,No,Over 10 years,Ambitious,No Pets,,56,M,Aquarius
match_8,5d886cb76dcc122b63b1acd7,emcruz42,Looking for a Christian woman,None,l believe in God being active in once life for purpose and a future state. I'm looking for chemistry. sparks and flames create the nest for love and romance.,Non-Smoker with Athletic body type," Round rock, Texas ","57 year old Male, 5' 7"" (170cm), Christian - other",Hispanic,emcruz42 is looking for a relationship.,Some college,Intellectual,Sales,Woman,Long Term,Not Completed,View his chemistry results,No,Does not want children,Divorced,No,Bald,Brown,Yes,All my kids are over 18,Over 10 years,Ambitious,No Pets,English,57,M,Sagittarius
match_80,5d886cb76dcc122b63b1ad1f,Joev1964,An outgoing fun and friendly man,None,Am a hardworking man who loves to go hiking fishing and camping.,Smokes Occasionally with Average body type," Seguin, Texas ","55 year old Male, 5' 10"" (178cm), Christian - other",Hispanic,Joev1964 isn't seeking a relationship or any kind of commitment.,High school,Animal Lover,General contractor,Woman,Hang Out,Not Completed,View his chemistry results,Socially,Does not want children,Divorced,No,Brown,Brown,Yes,All my kids are over 18,Over 10 years,Ambitious,Dog,Spanish,55,M,Gemini
match_800,5d886cb86dcc122b63b1afef,bradloves,Looking for love,"['Retired cutting horse trainer', 'Like going to major horse events', 'Rodeo']","Live on the river in a condo on the Guadalupe Looking for a sweet woman to share a peaceful life on the river Prefer slim to average woman who is in it for keeps Likes includeMusic C&W,jazz,blues BBQSwimmingMovies Cuddling on the couchWalking on the riverDancingPleasing my woman with love ,care and affection Being her protector",Non-Smoker with Average body type," New braunfels, Texas ","59 year old Male, 6' 3"" (191cm), Christian - other",Caucasian,bradloves is looking for a relationship.,Some college,Free Thinker,Investment,Woman,Long Term,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Brown,Blue,Yes,No,Over 8 years,Ambitious,No Pets,,59,M,Gemini
match_801,5d886cb86dcc122b63b1aff0,SGMUSA,Looking for a good woman,"['Dancing', 'Listening to almost all types of music', 'Internet']","I am retired military and a retired educator, Adventurous divorced guy with an amazing warm smile. I know my self worth... my inner and outer beauty. I enjoy reading, computer, music (most kinds), movies, yard sales, outdoor festivals, amusement parks, museums, an occasional night out, etc. I'm pretty easy going, intelligent, and I love to cuddle, hold hands, friendly, sweet, loving and kind. I am the real deal, and I have a good heart. I am honest, faithful and loyal and looking for a sincere, committed relationship. I am a social drinker and love to dance to all types of music.We all have ups and downs, and sometimes things are tough, and I am no exception. We have to live, and hopefully, learn how to deal with life’s issues. That's all we can do. Life has its share of mountains and valleys; it just makes it more worth it if you have that certain, special someone to share it with. I believe in God, I believe in family, I believe in America, I believe in love, and I believe in myself. Is there someone out there that I can believe in? Do you want someone to believe in you?",Non-Smoker with Prefer Not To Say body type," Luling, Texas ","77 year old Male, 5' 8"" (173cm), Non-religious",Caucasian,SGMUSA is actively seeking a relationship.,Graduate Degree,Hopeless Romantic,Retired,Woman,Long Term,Not Completed,View his chemistry results,Socially,Does not want children,Divorced,No,Bald,Blue,Yes,No,Over 10 years,,No Pets,,77,M,Aquarius
